"","time","t","S","E","I","R"
"1",1,1,52196380,1,0,0
"2",2,2,52196378.6138804,1.83630578057801,0.250728146090424,0.299085710949654
"3",3,3,52196376.2031494,3.25602370998493,0.655155536409775,0.88567132455246
"4",4,4,52196371.6151017,6.04186781156386,1.35373699379908,1.98929342433284
"5",5,5,52196364.2823975,10.1991798620759,2.5447189495943,3.97370360412788
"6",6,6,52196353.3983136,15.941287212343,4.40380643325038,7.25659272904949
"7",7,7,52196335.1749065,25.9488550828228,7.31320478328649,12.5630335484184
"8",8,8,52196305.0453625,42.6365008460136,12.0538692394567,21.2642673286927
"9",9,9,52196259.3871122,66.7738581317922,19.5707629633078,35.2682666119188
"10",10,10,52196188.3153087,104.204754401112,31.1828344377619,57.2971023936318
"11",11,11,52196077.3726633,162.643084649002,49.1859535651491,91.7982984327529
"12",12,12,52195893.1283948,263.304340184666,77.9550646892721,146.612200294591
"13",13,13,52195578.8827888,439.906186567796,125.938802637631,236.272221926848
"14",14,14,52195014.6093069,768.545461477274,209.57978092126,388.265450630324
"15",15,15,52194003.5873142,1364.30137776193,359.363755495908,653.747552438243
"16",16,16,52192102.7117132,2512.90879600735,634.740488046338,1130.63900273702
"17",17,17,52188559.3011801,4664.79305485943,1149.86033486786,2007.0454300867
"18",18,18,52181508.084114,9066.31470683234,2142.7458154701,3663.85536365361
"19",19,19,52166496.8800278,18746.5250092297,4175.04845837419,6962.54650456907
"20",20,20,52135024.8465395,39136.4454362596,8453.24601581059,13766.4620083448
"21",21,21,52072284.2174472,79149.4205664472,17242.1663336021,27705.1956526902
"22",22,22,51957653.7918031,149522.982283427,34186.1200544931,55018.1058588994
"23",23,23,51748404.9793218,276182.436199906,65412.9080181475,106380.676460116
"24",24,24,51407195.1003548,471298.922141665,119630.154738154,198256.822765365
"25",25,25,50775901.4879849,846118.449058259,214008.671033073,360352.391923689
"26",26,26,49799400.8330666,1384686.85303183,373011.926439164,639281.387462316
"27",27,27,48099505.5205257,2352252.87998976,636263.611844579,1108358.98763991
