"","e.time","e.value","y.time","y.value","S.time","S.value","E.time","E.value","I.time","I.value","R.time","R.value","mu.time","mu.value","x.time","x.value","clock"
"1",0,0,0,0.0418187290987391,0,52196379,0,1,0,0,0,0,0,0,0,-0.084529098375804,18896
"2",1,1.29540952447216,1,0.0902081368883213,1,52196377.6431706,1,1.92135495802666,1,0.265560833687316,1,0.1699136137146,1,-0.0870668315142393,1,-0.00473848256751454,18896
"3",2,-1.69039680137508,2,0.14291519626791,2,52196375.0448683,2,3.67223586032162,2,0.752300001961991,2,0.530595837473812,2,-0.09110277377069,2,-0.113231839762623,18896
"4",3,1.36552918159251,3,0.2514298607706,3,52196370.1506316,3,6.97639024316652,3,1.63690477837882,3,1.23607338070106,3,-0.0964952432364225,3,-0.0281754913803142,18896
"5",4,0.262699527722651,4,0.550500386973265,4,52196360.093402,4,13.9124392517283,4,3.35610883108879,4,2.6380499220243,4,-0.103627259358764,4,-0.0156492682032759,18896
"6",5,-0.0492693344546223,5,0.97349696398818,5,52196339.9414459,5,27.8199668570079,5,6.78657083439871,5,5.45201636623537,5,-0.111663654893637,5,-0.0233713918777586,18896
"7",6,-0.630159136700284,6,2.46286698261545,6,52196301.1607601,6,54.2508334214518,6,13.5523256299247,6,11.0360808863703,6,-0.12099508240819,6,-0.0670073492534883,18896
"8",7,0.156305960385235,7,4.45798618709527,7,52196227.6660561,7,103.98734328494,7,26.5096741725135,7,21.8369263878563,7,-0.128961399644613,7,-0.0603863005334914,18896
"9",8,-1.14947813412136,8,7.64840673549497,8,52196093.4979234,8,193.120279985108,8,50.9693776491912,8,42.4124190006668,8,-0.133440107554197,8,-0.13486098761356,18896
"10",9,-0.162988083746032,9,14.9525328399665,9,52195859.6471646,9,345.445058222286,9,94.8937075865375,9,80.0140695642609,9,-0.138351366370916,9,-0.145086021861541,18896
"11",10,-0.225097995273376,10,22.9575728983093,10,52195448.2359841,10,611.776773263959,10,172.577051419571,10,147.410191235941,10,-0.14701179459691,10,-0.15906633709599,18896
"12",11,1.02858915328769,11,41.2558797960769,11,52194692.8293007,11,1108.5112097573,11,310.740020427696,11,267.919469167086,11,-0.156232949793339,11,-0.0954740345448615,18896
"13",12,-0.663202158420442,12,86.7916053886489,12,52193302.1570161,12,2024.58038689443,12,564.920159250034,12,488.342437747355,12,-0.166575536578894,12,-0.139854928074864,18896
"14",13,-0.629340151677888,13,125.733861501471,13,52190917.349982,13,3560.67227845583,13,1018.22374566102,13,883.753993872503,13,-0.178806152641773,13,-0.180578872036382,18896
"15",14,-1.21931596909484,14,248.171790388711,14,52187056.679775,14,5964.47680017063,14,1790.42968374246,14,1568.41374113515,14,-0.191568650752306,14,-0.256334987516794,18896
"16",15,1.7081925650292,15,413.365056107258,15,52180447.7487483,15,10143.9545504551,15,3067.97656560805,15,2720.32013574189,15,-0.197293244749308,15,-0.148076338228126,18896
"17",16,-0.540411768963837,16,727.934759888785,16,52168579.4007872,16,17770.1429358392,16,5306.05064251632,16,4724.40563445738,16,-0.20408040702343,16,-0.184145928211232,18896
"18",17,0.41097885960356,17,1214.53362740824,17,52148010.9881607,17,30961.2702196446,17,9201.25998212172,17,8206.48163752715,17,-0.21156102091074,17,-0.160129511678637,18896
