"","e.time","e.value","y.time","y.value","S.time","S.value","E.time","E.value","I.time","I.value","R.time","R.value","x.time","x.value","clock"
"1",0,0,0,0,0,52196379,0,1,0,0,0,0,0,-0.0249141343217689,22181
"2",1,-1.05678494326246,1,0,1,52196377.6055137,1,1.95216796509282,1,0.269773246587446,1,0.172545047973966,1,-0.0300810652714126,22181
"3",2,0.0919839469740485,2,0,2,52196374.8488338,2,3.84153505038508,2,0.768333974139348,2,0.541297206483221,2,-0.0277264177251493,22181
"4",3,1.32778177033901,3,0,3,52196369.3406982,3,7.634094493514,3,1.72810524595439,3,1.29710202569856,3,-0.0187147471931584,22181
"5",4,-0.878606137978779,4,0,4,52196358.3329275,4,15.2217905541742,4,3.61933709508148,4,2.82594489184584,4,-0.0239840726764582,22181
"6",5,-0.982201641464803,5,2,5,52196336.5295321,5,30.2218323251044,5,7.36075682146833,5,5.88787874555583,5,-0.0288920675122716,22181
"7",6,0.389485296208677,6,3,6,52196293.2491127,6,60.0039786496076,6,14.7636796667734,6,11.9832289266793,6,-0.0250476089220228,22181
"8",7,-0.810885150826575,7,5,7,52196207.2893276,7,119.145256894254,7,29.4561475037289,7,24.1092679689055,7,-0.0287807972893867,22181
"9",8,-0.477351991139053,8,12,8,52196037.2232336,8,236.038419092944,8,58.5653061838557,8,48.1730410778627,8,-0.0299253969913561,22181
"10",9,-0.755745747648135,9,19,9,52195701.2272711,9,466.785042049829,9,116.152770538104,9,95.83491629068,9,-0.0324583270664773,22181
"11",10,0.849575902759542,10,40,10,52195034.3680882,10,925.384791209852,10,230.075580140766,10,190.171540433465,10,-0.0253300855423545,22181
"12",11,0.448129957104551,11,78,11,52193701.5349258,11,1844.04262768113,11,456.756311702893,11,377.666134740207,11,-0.021795137898824,22181
"13",12,-0.536794863844823,12,132,12,52191044.388022,12,3675.33942329896,12,908.975976307075,12,751.296578412958,12,-0.0245467543426416,22181
"14",13,-0.944608119518894,13,282,13,52185779.0880355,13,7297.82523847389,13,1808.46880679381,13,1494.61791921455,13,-0.0291372591213969,22181
"15",14,1.1689861185664,14,591,14,52175295.4260752,14,14519.3571404682,14,3594.23543459444,14,2970.98134974874,14,-0.0207800970189672,22181
"16",15,1.42142559890209,15,1205,15,52154178.3781788,15,29117.4048862036,15,7165.43934357107,15,5918.77759134523,15,-0.0124907881086318,22181
"17",16,-0.695165452003096,16,2262,16,52111778.7774764,16,58424.4745178572,16,14343.736449273,16,11833.0115564443,16,-0.0178368000644975,22181
"18",17,-0.485165406641587,17,4718,17,52027415.7897878,17,116598.854276972,17,28700.1846977997,17,23665.1712373826,17,-0.0210099867587579,22181
"19",18,0.899471960434825,18,9213,18,51859353.7301264,18,232455.66229337,18,57306.4502167544,18,47264.157363407,18,-0.0156709511021602,22181
"20",19,0.68251170212408,19,18536,19,51524480.0959998,19,463228.566740515,19,114340.258738036,19,94331.0785216392,19,-0.0125433734893047,22181
"21",20,-1.13100899866181,20,36570,20,50868851.1120119,20,912448.804741057,20,227329.970159146,20,187750.113087812,20,-0.0203781976949266,22181
"22",21,2.25241360954884,21,70533,21,49607243.9967399,21,1771056.07398448,21,447437.71150554,21,370642.217770009,21,-0.00739834720538495,22181
"23",22,0.414570850209704,22,133374,22,47261455.7194451,22,3344233.16215427,22,867972.720622633,22,722718.397777915,22,-0.00730622151400871,22181
"24",23,1.12990712030643,23,237960,23,43231751.868412,23,5957427.74676358,23,1633095.43942804,23,1374104.94539631,23,-0.00313034154770745,22181
"25",24,0.59725182703564,24,385751,24,37139742.4881398,24,9644863.35001028,24,2912473.9955156,24,2499300.16633425,24,-0.00276470494083484,22181
"26",25,-0.0337138263623714,25,546433,25,29513872.0307538,25,13639425.2344623,25,4791178.03043799,25,4251904.70434585,25,-0.00608217074326235,22181
"27",26,-0.993056643130588,26,661841,26,21860927.185221,26,16551306.9032527,26,7128042.11343569,26,6656103.79809059,26,-0.0142974345668949,22181
"28",27,-1.83323340691011,27,699421,27,15585296.5346833,27,17479782.2017506,27,9564512.05002108,27,9566789.2135449,27,-0.0258395971055722,22181
"29",28,0.295406892578937,28,665186,28,11080372.7927695,28,16640481.7291743,28,11720768.4010278,28,12754757.0770284,28,-0.0230877310346202,22181
"30",29,-0.087562528504858,29,590787,29,8057320.39762168,29,14761108.8052522,29,13363925.8529635,29,16014024.9441626,29,-0.0230299498395664,22181
"31",30,1.07290975357974,30,498780,30,6074709.85369458,30,12499785.8144173,30,14421875.5393726,30,19200008.7925155,30,-0.0163305781848504,22181
"32",31,-2.71855397492142,31,409602,31,4799674.44974804,31,10240426.5804656,31,14930497.1803428,31,22225781.7894435,31,-0.0688326788919449,22181
"33",32,-0.478912427096599,32,327367,32,3975419.45898366,32,8203342.24043485,32,14974337.4475103,32,25043280.8530712,32,-0.098979734056426,22181
"34",33,0.238445439162897,33,259349,33,3417719.09351288,33,6484740.08441692,33,14659386.8505916,33,27634533.9714786,33,-0.11955004425355,22181
"35",34,-0.426993119125836,34,202259,34,3027907.46902193,34,5082967.18137684,34,14086933.2098166,34,29998572.1397846,34,-0.140206040785507,22181
"36",35,-1.02677372450999,35,159094,35,2748500.11538746,35,3962094.99092188,35,13342578.0785964,35,32143206.8150942,35,-0.16055582663452,22181
"37",36,-1.10759281416325,36,123096,36,2543375.52044527,36,3077705.70367922,36,12494441.6785859,36,34080857.0972896,36,-0.177680114567568,22181
"38",37,2.48462306895782,37,95969,37,2387782.91287379,37,2387673.8535787,37,11594679.0549805,37,35826244.178567,37,-0.171108997515229,22181
"39",38,-1.56578484501913,38,74035,38,2267784.32963754,38,1851720.48507344,38,10681890.3727401,38,37394984.8125488,38,-0.188946781334881,22181
"40",39,0.273840415274075,39,57311,39,2174351.53591886,39,1436444.95054659,39,9783188.35358605,39,38802395.1599485,39,-0.193006033768564,22181
"41",40,0.187488506432654,40,44681,40,2100100.79603633,40,1115835.5486004,40,8917165.65006191,40,40063278.0053013,40,-0.196824459533034,22181
"42",41,0.019408293162621,41,34518,41,2040383.07648092,41,868542.330080182,41,8095843.26266677,41,41191611.3307721,41,-0.20091419619851,22181
"43",42,1.19647535550185,42,26977,42,1991655.74599595,42,677992.069208452,42,7326329.65510035,42,42200402.5296952,42,-0.197515404551201,22181
"44",43,-1.70368703059976,43,21148,43,1951700.73185104,43,530879.58542656,43,6612154.48609629,43,43101645.1966261,43,-0.211357029487966,22181
"45",44,-0.454380100662787,44,16581,44,1918775.09863335,44,417103.283967563,44,5954226.1516998,44,43906275.4656992,44,-0.21552832499381,22181
"46",45,-0.55958527512358,45,13183,45,1891291.24669698,45,329096.847414306,45,5351725.23108955,45,44624266.6747991,45,-0.219546554754849,22181
"47",46,-0.167529455074265,46,10390,46,1868148.41455928,46,260911.456493032,46,4802652.97869386,46,45264667.1502538,46,-0.220589063051546,22181
"48",47,0.708600863899786,47,8325,47,1848453.76141737,47,208010.706841111,47,4304257.33792516,47,45835658.1938163,47,-0.216420439630891,22181
"49",48,-1.41024886261846,48,6686,48,1831661.70586643,48,166766.358054721,48,3853338.13245909,48,46344613.8036197,48,-0.225153134942626,22181
"50",49,-0.924837116242834,49,5339,49,1817332.59556468,49,134444.403093846,49,3446452.25797542,49,46798150.743366,49,-0.229520390756814,22181
"51",50,-0.243183538468243,50,4345,50,1804994.23690372,50,109062.573783431,50,3080111.09020739,50,47202212.0991054,50,-0.229188624226052,22181
"52",51,-0.240020956932197,51,3598,51,1794302.42821557,51,89058.0645591944,51,2750889.03658563,51,47562130.4706395,51,-0.228898867859914,22181
"53",52,-0.25277212274197,52,2929,52,1785005.18215656,52,73208.5813798616,52,2455485.77387165,52,47882680.4625919,52,-0.228734727403636,22181
"54",53,0.26694050657147,53,2437,53,1776883.69224118,53,60590.9028042025,53,2190772.89699226,53,48168132.5079623,53,-0.225621241360622,22181
"55",54,-0.770512873647463,54,2032,54,1769782.79228188,54,50472.0009921101,54,1953821.81486097,54,48422303.391865,54,-0.229019026250851,22181
"56",55,0.517200649887995,55,1723,55,1763554.55912922,55,42312.6242205014,55,1741913.1850021,55,48648599.6316481,55,-0.224419463560143,22181
"57",56,0.0667463942108025,56,1473,56,1758068.00948551,56,35699.2668988781,56,1552548.50941205,56,48850064.2142035,56,-0.2232357512905,22181
"58",57,-0.533266886865955,57,1227,57,1753243.23544958,57,30287.0116740371,57,1383439.03047915,57,49029410.7223971,57,-0.225706007223747,22181
"59",58,-0.796202110090363,58,1035,58,1749004.0589614,58,25820.2542061266,58,1232498.21811613,58,49189057.4687163,58,-0.229235682711738,22181
"60",59,1.14192144693321,59,895,59,1745254.26392461,59,22129.6774165176,59,1097835.16216961,59,49331160.8964892,59,-0.221015819770855,22181
"61",60,0.530588522562123,60,756,60,1741922.24801252,60,19067.5864558614,60,977744.491560244,60,49457645.6739713,60,-0.21779024205056,22181
"62",61,0.372609623868959,61,621,61,1738967.84340148,61,16500.6449421546,61,870685.673316207,61,49570225.8383401,61,-0.216054926404938,22181
