"","e.time","e.value","y.time","y.value","S.time","S.value","E.time","E.value","I.time","I.value","R.time","R.value","mu.time","mu.value","x.time","x.value","clock"
"1",0,0,0,0,0,52196379,0,1,0,0,0,0,0,0,0,0,15593
"2",1,0.307920601683122,1,0,1,52196377.5248717,1,2.02466686441554,1,0.274841602705612,1,0.17561981329095,1,-0.02,1,0.0180203456685191,15593
"3",2,-0.833129645109034,2,0,2,52196374.5722402,2,4.06364499960768,2,0.801198440514831,2,0.562916376371835,2,-0.02,2,-0.0352300621489277,15593
"4",3,-0.307012473274972,3,Inf,3,52196368.930999,3,7.90721463375832,3,1.80710108237058,3,1.35468530243542,3,-0.02,3,-0.0534270175861058,15593
"5",4,0.893982956655578,4,Inf,4,52196357.6010086,4,15.7188240651271,4,3.74934593760656,4,2.93082141225781,4,-0.02,4,0.00335343849840506,15593
"6",5,-0.0543143771841277,5,0,5,52196334.1020612,5,32.0835065493975,5,7.67914694731367,5,6.1352853520552,5,-0.02,5,-0.00113619989563804,15593
"7",6,1.085121037115,6,Inf,6,52196283.8223185,6,67.628453043071,6,15.8059196192449,6,12.7433088343999,6,-0.02,6,0.0648853951042821,15593
"8",7,-0.594144940278523,7,Inf,7,52196175.5749453,7,144.308236119034,7,33.2913538516172,7,26.8254646931821,7,-0.02,7,0.0240924233085587,15593
"9",8,-1.92180747997202,8,Inf,8,52195971.4886465,8,283.646540091854,8,69.0238852121362,8,55.8409282021189,8,-0.02,8,-0.0966151370056364,15593
"10",9,-1.20537881329474,9,Inf,9,52195624.1837173,9,510.297978537486,9,134.756097303098,9,110.762206880101,9,-0.02,9,-0.16723892116056,15593
"11",10,-0.0764230528384154,10,0,10,52195029.5571769,10,892.353092450895,10,249.045836621081,10,209.043894024485,10,-0.02,10,-0.164772566091331,15593
"12",11,0.754266725016858,11,Inf,11,52193945.2302777,11,1601.10543942774,11,449.798345148065,11,383.865937732952,11,-0.02,11,-0.111180879339038,15593
"13",12,-0.0186129196732902,12,0,12,52191914.0473725,12,2946.41774686649,12,817.078322061499,12,702.456558567952,12,-0.02,12,-0.107882174665785,15593
"14",13,-0.807178217781938,13,0,13,52188289.4724808,13,5317.67248743209,13,1488.61712115544,13,1284.23791058696,13,-0.02,13,-0.153391289294154,15593
"15",14,1.55808228350002,14,Inf,14,52181478.3871025,14,9858.92637162598,14,2704.21996627749,14,2338.46655962361,14,-0.02,14,-0.0507669391087779,15593
"16",15,0.202143745503583,15,0,15,52167686.206927,15,19286.6645413987,15,5060.83001925178,15,4346.29851236435,15,-0.02,15,-0.0367960813728134,15593
"17",16,-0.0998674488425007,16,Inf,16,52140566.3471563,16,37841.3051807245,16,9713.61137791393,16,8258.73628504978,16,-0.02,16,-0.0421377936171092,15593
"18",17,-0.450341678117516,17,Inf,17,52088705.8320278,17,73021.8659928187,17,18788.7437383074,17,15863.5582410583,17,-0.02,17,-0.0688398966197682,15593
"19",18,-0.442497015560435,18,Inf,18,51992656.8577317,18,137340.736808719,18,36012.2434686249,18,30370.1619909752,18,-0.02,18,-0.0937557820418626,15593
"20",19,1.0307388788341,19,0,19,51807049.8458712,19,263091.8116345,19,68445.8846272142,19,57792.4578670553,19,-0.02,19,-0.0265719360459699,15593
"21",20,-7.40806886890707e-05,20,0,20,51435367.3354469,20,517732.415684323,20,132107.347329642,20,111172.901539086,20,-0.02,20,-0.0262559890200883,15593
"22",21,-1.75563594695666,21,0,21,50769628.3049821,21,958795.08771621,21,254145.633252903,21,213810.974048815,21,-0.02,21,-0.134256833488596,15593
"23",22,-0.806373437384496,22,0,22,49694822.8947666,22,1637417.80647696,22,466756.608984669,22,397382.689771755,22,-0.02,22,-0.178429993599506,15593
"24",23,-0.502684982160273,23,Inf,23,48009971.3491179,23,2663739.45062784,23,814957.673245392,23,707711.527008825,23,-0.02,23,-0.20171412913388,15593
"25",24,0.48919959304923,24,0,24,45402023.7441215,24,4218621.31176728,24,1363862.01608684,24,1211872.92802433,24,-0.02,24,-0.162672888920637,15593
"26",25,1.74461979556878,25,0,25,41247006.3618525,25,6706175.87984449,25,2224768.12720567,25,2018429.63109738,25,-0.02,25,-0.048088288742634,15593
"27",26,-1.60389377155735,26,Inf,26,35556729.0670899,26,9820569.97976677,26,3540036.23653221,26,3279044.71661109,26,-0.02,26,-0.145663317966607,15593
"28",27,-0.227731877314765,27,Inf,27,29332646.4451674,27,12550667.4007468,27,5262278.75633629,27,5050787.3977495,27,-0.02,27,-0.153583525295992,15593
"29",28,0.945269282378015,28,0,28,23014944.6428142,28,14621879.3894658,28,7244714.94212647,28,7314841.02559356,28,-0.02,28,-0.0887545028383247,15593
"30",29,1.40439250549684,29,Inf,29,17121786.2842015,29,15761070.3766761,29,9309014.44106435,29,10004508.898058,29,-0.02,29,0.00123628423617274,15593
"31",30,0.632556352177105,30,0,30,12316602.5449593,30,15646048.7545175,30,11238590.9916652,30,12995137.7088579,30,-0.02,30,0.0392232576409923,15593
"32",31,0.282367817542004,31,0,31,8880105.14650135,31,14387035.225631,31,12812007.3006747,31,16117232.327193,31,-0.02,31,0.0537543000267,15593
"33",32,0.107567813532279,32,Inf,32,6579101.65837632,32,12496480.9139023,32,13901248.6009124,32,19219548.8268089,32,-0.02,32,0.0567931661082564,15593
"34",33,0.825532029749246,33,0,33,5033389.47566406,33,10470847.6787987,33,14491485.9153154,33,22200656.9302218,33,-0.02,33,0.103975352775171,15593
"35",34,-1.04580832250065,34,8.05270027790624e+184,34,4019550.64808786,34,8531934.09916414,34,14640466.8001456,34,25004428.4526024,34,-0.02,34,0.0334126288684833,15593
"36",35,1.59208925129216,35,0,35,3326412.09387425,35,6842124.78857741,35,14427879.9887658,35,27599963.1287825,35,-0.02,35,0.129024349437637,15593
"37",36,-0.237175083189918,36,Inf,36,2827232.25579818,36,5437580.6022377,36,13949501.3990446,36,29982065.7429195,36,-0.02,36,0.107124911261192,15593
"38",37,0.584194539039137,37,9.52278676668033e+91,37,2472067.55434081,37,4286616.15631235,37,13284735.9051525,37,32152960.3841943,37,-0.02,37,0.136964174006921,15593
"39",38,0.118352581857992,38,0,38,2210169.42520053,38,3363804.81293918,38,12500731.9274551,38,34121673.8344052,38,-0.02,38,0.136610163830615,15593
"40",39,0.0422398009431981,39,5.05920489984609e-230,39,2016298.16318286,39,2629797.7820613,39,11650009.0796284,39,35900274.9751274,39,-0.02,39,0.13157798805044,15593
"41",40,-1.03034980366915,40,2.92896688417142e-195,40,1874707.3567222,40,2047304.50734198,40,10772162.4226142,40,37502205.7133216,40,-0.02,40,0.0606227105816234,15593
"42",41,0.2859010671238,41,0,41,1768627.63859627,41,1590539.26909812,41,9895987.38645777,41,38941225.7058478,41,-0.02,41,0.074328057073362,15593
"43",42,0.629779595650683,42,Inf,42,1683403.20441716,42,1238148.93781597,42,9043070.73767624,42,40231757.1200906,42,-0.02,42,0.108579003400865,15593
