"","x"
"1",0.632854172917359
"2",0.632854172917359
"3",0.636717024995176
"4",0.636717024995176
"5",0.631882075909088
"6",0.631882075909088
"7",0.631882075909088
"8",0.631882075909088
"9",0.631882075909088
"10",0.631882075909088
"11",0.631882075909088
"12",0.631882075909088
"13",0.631882075909088
"14",0.631882075909088
"15",0.631882075909088
"16",0.631882075909088
"17",0.631882075909088
"18",0.630303514829505
"19",0.630303514829505
"20",0.630303514829505
"21",0.630303514829505
"22",0.630303514829505
"23",0.630303514829505
"24",0.630303514829505
"25",0.630303514829505
"26",0.630303514829505
"27",0.631131645060677
"28",0.631131645060677
"29",0.631131645060677
"30",0.631131645060677
"31",0.631131645060677
"32",0.631131645060677
"33",0.631131645060677
"34",0.628035029955654
"35",0.628035029955654
"36",0.628035029955654
"37",0.624925633428863
"38",0.624925633428863
"39",0.624925633428863
"40",0.624925633428863
"41",0.624925633428863
"42",0.624925633428863
"43",0.624925633428863
"44",0.624925633428863
"45",0.624925633428863
"46",0.624925633428863
"47",0.624925633428863
"48",0.624925633428863
"49",0.624925633428863
"50",0.624925633428863
"51",0.624925633428863
"52",0.624925633428863
"53",0.624925633428863
"54",0.624925633428863
"55",0.624925633428863
"56",0.624925633428863
"57",0.624925633428863
"58",0.624925633428863
"59",0.624925633428863
"60",0.624925633428863
"61",0.622450737722812
"62",0.622450737722812
"63",0.622450737722812
"64",0.622450737722812
"65",0.622450737722812
"66",0.622450737722812
"67",0.622450737722812
"68",0.622450737722812
"69",0.622450737722812
"70",0.622450737722812
"71",0.622450737722812
"72",0.622450737722812
"73",0.622450737722812
"74",0.622450737722812
"75",0.622450737722812
"76",0.622450737722812
"77",0.622450737722812
"78",0.623124411127714
"79",0.623124411127714
"80",0.623124411127714
"81",0.623124411127714
"82",0.623124411127714
"83",0.623124411127714
"84",0.623124411127714
"85",0.623124411127714
"86",0.623124411127714
"87",0.623124411127714
"88",0.623124411127714
"89",0.623124411127714
"90",0.623124411127714
"91",0.623124411127714
"92",0.623124411127714
"93",0.623124411127714
"94",0.623124411127714
"95",0.623124411127714
"96",0.623124411127714
"97",0.623124411127714
"98",0.623124411127714
"99",0.623124411127714
"100",0.623124411127714
"101",0.623124411127714
"102",0.623124411127714
"103",0.623124411127714
"104",0.623124411127714
"105",0.623124411127714
"106",0.623124411127714
"107",0.623124411127714
"108",0.623124411127714
"109",0.623124411127714
"110",0.623124411127714
"111",0.623124411127714
"112",0.623124411127714
"113",0.623124411127714
"114",0.623124411127714
"115",0.623124411127714
"116",0.625480736358473
"117",0.625480736358473
"118",0.625480736358473
"119",0.625480736358473
"120",0.625480736358473
"121",0.625480736358473
"122",0.625480736358473
"123",0.625480736358473
"124",0.625480736358473
"125",0.625480736358473
"126",0.625480736358473
"127",0.625480736358473
"128",0.625480736358473
"129",0.625480736358473
"130",0.625480736358473
"131",0.625480736358473
"132",0.625480736358473
"133",0.625480736358473
"134",0.625480736358473
"135",0.625480736358473
"136",0.625480736358473
"137",0.625480736358473
"138",0.625480736358473
"139",0.625480736358473
"140",0.625480736358473
"141",0.625480736358473
"142",0.625480736358473
"143",0.622802419636247
"144",0.622802419636247
"145",0.622802419636247
"146",0.622802419636247
"147",0.622802419636247
"148",0.622802419636247
"149",0.622802419636247
"150",0.622802419636247
"151",0.622802419636247
"152",0.622802419636247
"153",0.622802419636247
"154",0.622802419636247
"155",0.622802419636247
"156",0.622802419636247
"157",0.622802419636247
"158",0.622802419636247
"159",0.622802419636247
"160",0.622802419636247
"161",0.622802419636247
"162",0.622802419636247
"163",0.622802419636247
"164",0.622802419636247
"165",0.622802419636247
"166",0.622802419636247
"167",0.622802419636247
"168",0.622802419636247
"169",0.622802419636247
"170",0.622802419636247
"171",0.622802419636247
"172",0.622802419636247
"173",0.622802419636247
"174",0.622802419636247
"175",0.622802419636247
"176",0.622802419636247
"177",0.622802419636247
"178",0.622802419636247
"179",0.622802419636247
"180",0.622802419636247
"181",0.622802419636247
"182",0.622802419636247
"183",0.622802419636247
"184",0.622802419636247
"185",0.622802419636247
"186",0.622802419636247
"187",0.622802419636247
"188",0.622802419636247
"189",0.622802419636247
"190",0.622802419636247
"191",0.622802419636247
"192",0.622802419636247
"193",0.618600715690096
"194",0.618600715690096
"195",0.618600715690096
"196",0.618600715690096
"197",0.618600715690096
"198",0.618600715690096
"199",0.618600715690096
"200",0.618600715690096
"201",0.618600715690096
"202",0.618600715690096
"203",0.621360005730201
"204",0.621360005730201
"205",0.621360005730201
"206",0.621360005730201
"207",0.621360005730201
"208",0.621360005730201
"209",0.621360005730201
"210",0.621360005730201
"211",0.621360005730201
"212",0.621360005730201
"213",0.621360005730201
"214",0.621360005730201
"215",0.621360005730201
"216",0.621360005730201
"217",0.621360005730201
"218",0.621360005730201
"219",0.621360005730201
"220",0.621360005730201
"221",0.621360005730201
"222",0.618727558184424
"223",0.619586388847958
"224",0.619586388847958
"225",0.619586388847958
"226",0.619586388847958
"227",0.619586388847958
"228",0.619586388847958
"229",0.619586388847958
"230",0.619313258840004
"231",0.619313258840004
"232",0.619313258840004
"233",0.61607872427775
"234",0.61607872427775
"235",0.61607872427775
"236",0.61607872427775
"237",0.613015611399656
"238",0.613015611399656
"239",0.613015611399656
"240",0.613015611399656
"241",0.613015611399656
"242",0.613015611399656
"243",0.613015611399656
"244",0.613015611399656
"245",0.613015611399656
"246",0.613015611399656
"247",0.613015611399656
"248",0.613015611399656
"249",0.613015611399656
"250",0.613015611399656
"251",0.613015611399656
"252",0.613015611399656
"253",0.613015611399656
"254",0.613015611399656
"255",0.613015611399656
"256",0.613015611399656
"257",0.613015611399656
"258",0.613015611399656
"259",0.613015611399656
"260",0.613015611399656
"261",0.613015611399656
"262",0.613015611399656
"263",0.613015611399656
"264",0.613015611399656
"265",0.613015611399656
"266",0.613015611399656
"267",0.613015611399656
"268",0.613015611399656
"269",0.613015611399656
"270",0.613015611399656
"271",0.613015611399656
"272",0.613015611399656
"273",0.613015611399656
"274",0.613015611399656
"275",0.613015611399656
"276",0.613015611399656
"277",0.613015611399656
"278",0.613015611399656
"279",0.613015611399656
"280",0.613015611399656
"281",0.613015611399656
"282",0.613015611399656
"283",0.613015611399656
"284",0.613015611399656
"285",0.613015611399656
"286",0.613015611399656
"287",0.613015611399656
"288",0.613015611399656
"289",0.613015611399656
"290",0.613015611399656
"291",0.613015611399656
"292",0.613015611399656
"293",0.613015611399656
