"","e.time","e.value","y.time","y.value","S.time","S.value","E.time","E.value","I.time","I.value","R.time","R.value","mu.time","mu.value","x.time","x.value","clock"
"1",0,0,0,0.0480364964046244,0,52196379,0,1,0,0,0,0,0,0,0,-0.098282686435379,24483
"2",1,0.87080647884546,1,0.0757751899821672,1,52196377.6922641,1,1.87703439392434,1,0.262587690457396,1,0.168113827591803,1,0,1,-0.0397689492210728,24483
"3",2,-1.54509783057802,2,0.140329166772007,2,52196375.2578022,2,3.49640726923883,2,0.729822041046574,2,0.515968513059412,2,0,2,-0.133147158501435,24483
"4",3,-0.878606137978779,3,0.248979203973636,3,52196371.1490312,3,6.14026230713665,3,1.53992123837307,3,1.17078527504668,3,0,3,-0.180855093634642,24483
"5",4,0.0449618032565681,4,0.442773683544762,4,52196364.0986101,4,10.6464955685743,4,2.91591713735344,4,2.33897717398943,4,0,4,-0.169260973438613,24483
"6",5,-0.742602863645314,5,0.801811941244004,5,52196352.06173,5,18.2798504697566,5,5.26893402790342,5,4.389485501253,5,0,5,-0.206817515345794,24483
"7",6,-0.477351991139053,6,1.5357014248731,6,52196332.203759,6,30.6796311851724,6,9.21589267201954,6,7.90071713411494,6,0,6,-0.226178960306781,24483
"8",7,1.67407118249979,7,2.23470599562298,7,52196296.5215442,7,53.6794471548308,7,15.9019880465911,7,13.897020598774,7,0,7,-0.111873895983899,24483
"9",8,0.448129957104551,8,3.46185609911769,8,52196226.8781019,8,100.199477965691,8,28.2032564339576,8,24.719163768166,8,0,8,-0.0787724079392566,24483
"10",9,0.795636349108118,9,7.61227834873246,9,52196088.4055945,9,194.62770418204,9,51.8804313595947,9,45.086269942417,9,0,9,-0.0258474765329389,24483
"11",10,-2.02069545734328,10,15.5486259649498,10,52195832.7856433,10,365.150459819307,10,97.9014312663886,10,84.1624656548315,10,0,10,-0.149244470511867,24483
"12",11,1.1689861185664,11,28.0472029017535,11,52195370.6213636,11,671.828254529687,11,181.623928136537,11,155.926453737434,11,0,11,-0.0698504648784924,24483
"13",12,0.613894936711124,12,62.5964560118256,12,52194438.7587271,12,1307.7635598763,12,341.599672766729,12,291.878040235097,12,0,12,-0.0285723693122846,24483
"14",13,1.42142559890209,13,94.6272609348223,13,52192435.8218957,13,2716.1173909364,13,665.898698092228,13,562.162015342031,13,0,13,0.060509491041317,24483
"15",14,0.851685453744103,14,240.428752980543,14,52187795.9629268,14,6065.36067268868,14,1378.89420641551,14,1139.78219411139,14,0,14,0.11009925858732,24483
"16",15,-0.485165406641587,15,543.458687865734,15,52177326.741716,15,13621.8003856873,15,3002.18877992202,15,2429.26911843533,15,0,15,0.0747995874799347,24483
"17",16,0.940758958261954,16,1324.18820675695,16,52153498.710185,16,30920.6502070533,16,6651.22902805414,16,5309.41057986917,16,0,16,0.129187402534109,24483
"18",17,0.624819656617243,17,2858.68627311332,17,52095512.0705528,17,73644.8576726565,17,15226.8030988099,17,11996.2686757799,17,0,17,0.16143225812136,24483
"19",18,2.25241360954884,18,8466.81532646713,18,51937679.8569517,18,193416.6621702,18,36787.8573102749,18,28495.6235678658,18,0,18,0.292511501006861,24483
"20",19,-1.13465640758892,19,23204.8517057222,19,51509499.3825751,19,518140.527922499,19,95923.3556312386,19,72816.7338711466,19,0,19,0.208248093877122,24483
"21",20,0.826078040129842,20,63281.6995973147,20,50433001.021943,20,1327685.54097335,20,248336.83960727,20,187356.597476411,20,0,20,0.249052832378501,24483
"22",21,2.27619879490242,21,144181.517267413,21,47438836.4951529,21,3616710.71630734,21,651757.397647814,21,489075.390891931,21,0,21,0.37732608797604,24483
"23",22,0.459707060356891,22,341827.26671265,22,39799341.4556847,22,9348033.91255274,22,1745178.19601883,22,1303826.43574371,22,0,22,0.387283208374345,24483
"24",23,-1.83323340691011,23,601747.626298999,23,27844265.5412901,23,17153085.9115736,23,4077321.7932901,23,3121706.75384615,23,0,23,0.255302209801258,24483
"25",24,0.783008331342074,24,879981.790039654,24,16580443.1259746,24,22193024.1685751,24,7397261.80684161,24,6025650.89860863,24,0,24,0.291155102234428,24483
"26",25,1.37641268756406,25,941376.513771668,25,8810407.61416427,25,22847442.6190268,25,10874398.1369901,25,9664131.62981881,25,0,25,0.36186680386827,24483
"27",26,-0.516159805368487,26,825735.808100826,26,4761015.3204498,26,20148745.4918417,26,13729891.0601726,26,13556728.1275359,26,0,26,0.312376226883515,24483
"28",27,0.771242034559387,27,756368.220295633,27,2814627.23270986,27,16404816.4174251,27,15620044.3604059,27,17356891.9894591,27,0,27,0.344719718702041,24483
"29",28,0.464448827929576,28,527089.619444369,28,1811021.82465118,28,12866751.6399871,28,16601223.9775177,28,20917382.5578441,28,0,28,0.356559592184188,24483
"30",29,2.02018276379838,29,380029.439965731,29,1244412.40274756,29,9907315.85713004,29,16857384.2991108,29,24187267.4410116,29,0,29,0.463795938020674,24483
"31",30,-0.582368110391682,30,303223.68349735,30,915893.266998898,30,7536407.67512881,30,16584928.5268567,30,27159150.5310156,30,0,30,0.405249799196077,24483
"32",31,2.48462306895782,31,204293.181247792,31,713019.005070177,31,5694183.55156307,31,15947812.8348574,31,29841364.6085094,31,0,31,0.529008907188989,24483
"33",32,-0.938519609963308,32,164796.317739982,32,582396.792598086,32,4282502.50455575,32,15078834.9205905,32,32252645.7822557,32,0,32,0.435557037079753,24483
"34",33,-0.698845189789146,33,150346.062081184,33,502305.69028632,33,3205557.89511816,33,14075196.5447543,33,34413319.8698412,33,0,33,0.361448488603686,24483
"35",34,-0.699083320958525,34,95904.8644941905,34,450033.72187319,34,2392972.75082286,34,13008367.0701736,34,36345006.4571304,34,0,34,0.290939566190815,24483
"36",35,-1.13038112722941,35,67028.4693227213,35,414882.519722531,35,1783090.33332274,35,11929200.7654828,35,38069206.3814719,35,0,35,0.197262453330984,24483
"37",36,0.667917560334221,36,44802.1223336616,36,389432.0144448,36,1328093.90581471,36,10872464.9057445,36,39606389.173996,36,0,36,0.21909186292889,24483
"38",37,-0.0227337636549199,37,39191.06412765,37,369844.793833988,37,989728.541789399,37,9861055.78275263,37,40975750.881624,37,0,37,0.197250056168789,24483
"39",38,-0.55958527512358,38,29872.3701055289,38,355053.024510695,38,737732.106040045,38,8908779.16549664,38,42194815.7039526,38,0,38,0.143354881342259,24483
"40",39,1.97252669459141,39,23651.3830033688,39,342980.892229897,39,550836.113171647,39,8023060.94280876,39,43279502.0517897,39,0,39,0.248295304671715,24483
"41",40,0.987694730905535,40,16429.2059735001,40,332504.773892211,40,412528.279077127,40,7207039.23633743,40,44244307.7106933,40,0,40,0.28736300689408,24483
"42",41,-0.676624287477041,41,11284.623520798,41,324050.209691113,41,309451.255438731,41,6460653.80588137,41,45102224.7289888,41,0,41,0.221852783620907,24483
"43",42,1.04166145789683,42,9820.89644317739,42,317150.659370526,42,232624.003371766,42,5781748.58988514,42,45864856.7473726,42,0,42,0.265539333874784,24483
"44",43,-0.240020956932197,43,7520.27571701471,43,311372.680650682,43,175367.631419022,43,5167000.5922531,43,46542639.0956772,43,0,43,0.228027714889404,24483
