"","e.time","e.value","y.time","y.value","S.time","S.value","E.time","E.value","I.time","I.value","R.time","R.value","mu.time","mu.value","x.time","x.value","clock"
"1",0,0,0,0.0480364964046244,0,52196379,0,1,0,0,0,0,0,0,0,-0.0894963540516876,20417
"2",1,0.87080647884546,1,0.076441430580152,1,52196377.6737162,1,1.89353790275541,1,0.263857188068311,1,0.168888670415767,1,-0.02,1,-0.0304724752511812,20417
"3",2,-1.54509783057802,2,0.142827618107283,2,52196375.182349,2,3.55865807291312,2,0.737795438871866,2,0.521197520314068,2,-0.02,2,-0.122469269871158,20417
"4",3,-0.878606137978779,3,0.256232862172304,3,52196370.9222674,3,6.3191501954233,3,1.56822147683115,3,1.19036096210505,3,-0.02,3,-0.165597892547929,20417
"5",4,0.0449618032565681,4,0.462650094468671,4,52196363.4778921,4,11.1244239746314,4,2.99908731177602,4,2.39859660093345,4,-0.02,4,-0.149036351330644,20417
"6",5,-0.742602863645314,5,0.853933100852526,5,52196350.4864331,5,19.4681178862732,5,5.49202655614157,5,4.55342241114989,5,-0.02,5,-0.181451278842498,20417
"7",6,-0.477351991139053,6,1.67391898731769,6,52196328.4730748,6,33.4408865766389,6,9.76960614010302,6,8.31643244975582,6,-0.02,6,-0.194817108937413,20417
"8",7,1.67407118249979,7,2.50688738736285,7,52196287.6606458,7,60.2174645329762,7,17.2202315401603,7,14.9016581174503,7,-0.02,7,-0.0774252847561384,20417
"9",8,0.448129957104551,8,4.0078694625055,8,52196205.4813492,8,116.003212265246,8,31.3713168808691,8,27.1441215900702,8,-0.02,8,-0.0449893627387131,20417
"10",9,0.795636349108118,9,9.09238741898338,9,52196037.1290923,9,232.47054401066,9,59.4825049881649,9,50.9178586747055,9,-0.02,9,0.005274921878245,20417
"11",10,-2.02069545734328,10,19.0972919517533,10,52195717.8604054,10,448.488821662178,10,115.729656248917,10,97.9211166860513,10,-0.02,10,-0.118748043096554,20417
"12",11,1.1689861185664,11,35.427725383771,11,52195123.8333517,11,848.617489234476,11,220.886318991182,11,186.662840058433,11,-0.02,11,-0.0389942352865411,20417
"13",12,0.613894936711124,12,81.3517797648182,12,52193893.0686722,12,1699.59930459022,12,427.637515484801,12,359.694507751242,12,-0.02,12,-0.00023876551148095,20417
"14",13,1.42142559890209,13,126.261939027019,13,52191184.120533,13,3624.13795999919,13,858.197430121957,13,713.544076843476,13,-0.02,13,0.0834307402439832,20417
"15",14,0.851685453744103,14,327.431667212379,14,52184804.7524279,14,8260.2065380407,14,1826.14474803885,14,1488.89628598818,14,-0.02,14,0.124847623352409,20417
"16",15,-0.485165406641587,15,748.577304145924,15,52170306.6345547,15,18763.1016634901,15,4060.31506258725,15,3249.94871921278,15,-0.02,15,0.0818633502558831,20417
"17",16,0.940758958261954,16,1830.11929829729,16,52137318.4738319,16,42734.4680847282,16,9109.48640460409,16,7217.57167881856,16,-0.02,16,0.128790376518331,20417
"18",17,0.624819656617243,17,3926.25274559442,17,52057868.598468,17,101147.274311173,17,20935.4686538521,17,16428.6585670513,17,-0.02,17,0.152236555409317,20417
"19",18,2.25241360954884,18,11397.9605464301,18,51846889.3397463,18,260375.997282795,18,50219.5994486994,18,38895.0635222306,18,-0.02,18,0.271410060605547,20417
"20",19,-1.13465640758892,19,30075.5709796153,19,51299304.7896037,19,671556.639213758,19,127963.79994606,19,97554.7712365127,19,-0.02,19,0.175388197414849,20417
"21",20,0.826078040129842,20,77807.8614120523,20,50002245.5926806,20,1632452.56098058,20,318978.009825284,20,242703.836513614,20,-0.02,20,0.206512963773686,20417
"22",21,2.27619879490242,21,164290.716890433,21,46681861.7575943,21,4121138.46232732,21,791489.2956597,21,601890.484418714,21,-0.02,21,0.321952920450169,20417
"23",22,0.459707060356891,22,353589.300560767,22,39074900.1651863,22,9669693.13052617,22,1959793.53385823,22,1491993.17042938,22,-0.02,22,0.317079775092984,20417
"24",23,-1.83323340691011,23,578951.060439295,23,28132680.6099374,23,16503259.5797518,23,4240738.41940883,23,3319701.39090199,23,-0.02,23,0.174667271652719,20417
"25",24,0.783008331342074,24,826338.834624855,24,17904081.6472473,24,20840155.9394033,24,7339606.90025821,24,6112535.51309125,24,-0.02,24,0.203268440245555,20417
"26",25,1.37641268756406,25,892019.403734922,25,10395304.0600973,25,21649533.2566109,25,10571310.0380364,25,9580232.64525553,25,-0.02,25,0.264862530959248,20417
