"","e.time","e.value","y.time","y.value","S.time","S.value","E.time","E.value","I.time","I.value","R.time","R.value","mu.time","mu.value","x.time","x.value","clock"
"1",0,0,0,0,0,52196379,0,1,0,0,0,0,0,0,0,-0.084529098375804,20002
"2",1,0.829852783406039,1,0,1,52196377.6688529,1,1.89772224259018,1,0.264276990653889,1,0.16914789322852,1,-0.02,1,-0.0301879944989654,20002
"3",2,1.6020953383998,2,0,2,52196374.783541,2,3.92364326448993,2,0.758896403442372,2,0.533919366078381,2,-0.02,2,0.0691428449145216,20002
"4",3,1.07775783884765,3,0,3,52196367.9584938,3,8.87439012933125,3,1.81805461575881,3,1.34906145700067,3,-0.02,3,0.131282651593357,20002
"5",4,1.36552918159251,4,0,4,52196350.6145675,4,21.7825655783123,4,4.32420441074946,4,3.27866252669632,4,-0.02,4,0.208144605681638,20002
"6",5,0.0506563757693573,5,4,5,52196305.4763225,5,55.6818392711461,5,10.708480079764,5,8.13335817065681,5,-0.02,5,0.200142876177666,20002
"7",6,-0.108351451422749,6,7,6,52196192.6083713,6,140.059875918363,6,26.9179281872419,6,20.4138245923825,6,-0.02,6,0.182722132806809,20002
"8",7,-1.29942672773081,7,18,7,52195932.8292784,7,330.328127959121,7,66.3524689866299,7,50.4901246219636,7,-0.02,7,0.0926730523948052,20002
"9",8,-1.85952265472669,8,46,8,52195414.5875158,8,694.608235278526,8,152.828936921327,8,117.975312023446,8,-0.02,8,-0.0275368463699402,20002
"10",9,2.03308978918507,9,71,9,52194322.1292299,9,1469.06315968887,9,329.677322594839,9,259.130287854233,9,-0.02,9,0.0982529332694734,20002
"11",10,-0.0994002600126013,10,117,10,52191788.3061057,10,3298.9817946965,10,722.366837107908,10,570.345262546746,10,-0.02,10,0.0863536240884806,20002
"12",11,-0.798082779456199,11,259,11,52186391.3004431,11,7141.71345444685,11,1589.72681029472,11,1257.25929217733,11,-0.02,11,0.0319326195643361,20002
"13",12,-0.638437856784099,12,634,12,52175563.5951143,12,14702.2234505944,12,3403.93984208493,12,2710.24159299744,12,-0.02,12,-0.00998567591188966,20002
"14",13,-0.663202158420442,13,1122,13,52154655.2423124,13,29038.6607944129,13,7028.25858598426,13,5657.83830719994,13,-0.02,13,-0.0513873126829382,20002
"15",14,-1.93058065342373,14,2096,14,52117947.2274617,14,53221.5163904085,14,13868.8013371755,14,11342.4548107384,14,-0.02,14,-0.168954903838159,20002
"16",15,-1.24661360628935,15,3681,15,52059333.0175313,15,89960.9114973675,15,25624.9943814366,15,21461.0765898846,15,-0.02,15,-0.238594428500507,20002
"17",16,0.436003945599572,16,6012,16,51962676.8102232,16,150160.284570905,16,44932.0479552475,16,38610.8572507136,16,-0.02,16,-0.201036177756675,20002
"18",17,0.576145561561121,17,10318,17,51791897.4586399,17,259016.244960714,17,77579.4187356339,17,67886.8776637404,17,-0.02,17,-0.156664266637189,20002
"19",18,0.276297822026243,18,18222,18,51484219.8095805,18,458219.141583023,18,134913.835109604,18,119027.21372685,18,-0.02,18,-0.132954137857369,20002
"20",19,0.41097885960356,19,32858,19,50924686.1931443,19,824144.504670554,19,237666.242939126,19,209883.059246067,19,-0.02,19,-0.102091833317704,20002
"21",20,0.617391780415234,20,60612,20,49886685.7713932,20,1510373.43038613,20,425242.457974576,20,374078.340246147,20,-0.02,20,-0.0600009973569346,20002
"22",21,-0.544541463095885,21,108207,21,48046358.856784,21,2709236.52316611,21,768121.345786366,21,672663.274263573,21,-0.02,21,-0.0916431277600314,20002
"23",22,-0.00326321526917801,22,184014,22,45039474.9613197,22,4600371.23175481,22,1360933.06814859,22,1195600.73877699,22,-0.02,22,-0.0883503604481172,20002
"24",23,-2.08434157592508,23,280882,23,40835183.0961489,23,7002047.00256854,23,2303914.78095696,23,2055235.12032562,23,-0.02,23,-0.213600821372232,20002
"25",24,0.293941004817224,24,382906,24,35703546.7198953,24,9563841.90168431,24,3605523.99846381,24,3323467.37995668,24,-0.02,24,-0.186025448416414,20002
"26",25,0.838466689400954,25,489776,25,29635081.958364,25,12238750.7257331,25,5259418.51411419,25,5063128.8017888,25,-0.02,25,-0.126202913601103,20002
"27",26,0.581933693691557,26,577426,26,23263620.239043,26,14437910.8277928,26,7197473.90110863,26,7297375.03205562,26,-0.02,26,-0.0851235913479444,20002
"28",27,1.2326089081606,27,625508,27,17367994.9708801,27,15627972.6888981,27,9237877.77078043,27,9962534.56944151,27,-0.02,27,-0.00590729147993216,20002
"29",28,0.73400969143917,28,622787,28,12537266.1435257,28,15571781.8433653,28,11155430.3583149,28,12931901.6547941,28,-0.02,28,0.0386867792736639,20002
"30",29,0.0479617558545768,29,572612,29,9072212.99777601,29,14356290.1556421,29,12729251.0744161,29,16038625.7721658,29,-0.02,29,0.0387833731203965,20002
"31",30,-0.419020679775466,30,497859,30,6787672.32791689,30,12458812.3947264,30,13822043.1478652,30,19127852.1294915,30,-0.02,30,0.0100669044760755,20002
"32",31,-0.61075344559162,31,414858,31,5320105.62546277,31,10374542.2226663,31,14409292.308913,31,22092439.8429581,31,-0.02,31,-0.0290771240293788,20002
"33",32,1.24148446062525,32,338948,32,4314111.4960084,32,8458381.17760282,32,14549057.2497547,32,24874830.0766341,32,-0.02,32,0.0479532941622353,20002
"34",33,1.21286704022456,33,273201,33,3571981.62487714,33,6829735.90959907,33,14339533.2242292,33,27455129.2412946,33,-0.02,33,0.119461473376431,20002
"35",34,1.01330279393306,34,218893,34,3021560.18605467,34,5473082.08572972,34,13873250.9954093,34,29828486.7328064,34,-0.02,34,0.175170951610896,20002
"36",35,-0.856668115633104,35,173940,35,2631182.77582396,35,4341853.59355168,35,13226509.5560345,35,31996834.0745898,35,-0.02,35,0.112804119884268,20002
"37",36,-0.708767310659523,36,135965,36,2362599.80184023,36,3409701.94565865,36,12458771.1742125,36,33965307.0782887,36,-0.02,36,0.0626030199837122,20002
