"","e.time","e.value","y.time","y.value","S.time","S.value","E.time","E.value","I.time","I.value","R.time","R.value","mu.time","mu.value","x.time","x.value","clock"
"1",0,0,0,0.0418187290987391,0,52196379,0,1,0,0,0,0,0,0,0,-0.084529098375804,25549
"2",1,1.29540952447216,1,0.0903414215254515,1,52196377.6400868,1,1.9241938050222,1,0.265714269534969,1,0.170005108811975,1,-0.0253812540136278,1,-0.00173004151853785,25549
"3",2,-1.69039680137508,2,0.143738549913946,2,52196375.0203834,2,3.69339210446959,2,0.754338918591706,2,0.531885593067399,2,-0.0271899620816112,2,-0.107253057572008,25549
"4",3,1.36552918159251,3,0.254670667331187,3,52196370.0424367,3,7.06631246322414,3,1.64789548351122,3,1.24335540790014,3,-0.0295093557611108,3,-0.0192213576204301,25549
"5",4,0.262699527722651,4,0.56341914137481,4,52196359.6909838,4,14.2389265532317,4,3.40123511013237,4,2.6688544938835,4,-0.0307151884585619,4,-0.00357586910946684,25549
"6",5,-0.0492693344546223,5,1.00994609038574,5,52196338.6307454,5,28.8615864263108,5,6.94496869495681,5,5.56269947252781,5,-0.032441897764802,5,-0.00802312879030443,25549
"7",6,-0.630159136700284,6,2.59775215172652,6,52196297.3431793,6,57.2220181797525,6,14.0462491240794,6,11.3885533582964,6,-0.0306217702850699,6,-0.0480000714276515,25549
"8",7,0.156305960385235,7,4.79701151109443,7,52196217.3409081,7,111.895475178897,7,27.9086831612127,7,22.8549335048207,7,-0.0259716021642089,7,-0.0372831469817154,25549
"9",8,-1.14947813412136,8,8.42218800191391,8,52196067.5077374,8,212.658055627265,8,54.6772705895875,8,45.1569363990174,8,-0.0265483460202813,8,-0.107671415519499,25549
"10",9,-0.162988083746032,9,16.8937569101397,9,52195798.8520056,9,390.29272845452,9,103.983241135449,9,86.8720247300635,9,-0.0315472376346588,9,-0.114013602106759,25549
"11",10,-0.225097995273376,10,26.6983110970472,10,52195311.2043296,10,711.460514005458,10,193.709104067335,10,163.626052296977,10,-0.0322948763892055,10,-0.123914527103444,25549
"12",11,1.02858915328769,11,49.6080198705387,11,52194383.5055262,11,1332.92627359226,11,358.534880299585,11,305.033319913396,11,-0.033790113851428,11,-0.0560649910738613,25549
"13",12,-0.663202158420442,12,108.366868552866,12,52192606.0709637,12,2527.86471316953,12,673.212178472559,12,572.852144605618,12,-0.0363074899464846,12,-0.0960146388272121,25549
"14",13,-0.629340151677888,13,163.424638709474,13,52189422.9058257,13,4628.04191107005,13,1257.28737226869,13,1071.76489093289,13,-0.0370166585594416,13,-0.131961543803623,25549
"15",14,-1.21931596909484,14,336.494342011708,14,52184026.4427752,14,8087.19110731294,14,2295.57370746353,14,1970.79240999573,14,-0.027632790133357,14,-0.202093508216714,25549
"16",15,1.7081925650292,15,587.93659926697,15,52174307.4912984,15,14427.9301150356,15,4094.93578571619,15,3549.64280087512,15,-0.0290495543554425,15,-0.0882749056062954,25549
"17",16,-0.540411768963837,16,1093.15657691736,16,52155835.4229435,16,26685.837376473,16,7420.53266096457,16,6438.2070191103,16,-0.0299741397425532,16,-0.118769783142536,25549
"18",17,0.41097885960356,17,1934.46201452552,17,52121772.3801745,17,49313.9093144522,17,13553.096343967,17,11740.6141670624,17,-0.0296938516944647,17,-0.0890720324458981,25549
"19",18,-0.164398449597634,18,3483.18322417898,18,52057835.7293643,18,91952.907082396,18,25006.3063733916,18,21585.0571799046,18,-0.0331987696513534,18,-0.0964888738837401,25549
"20",19,-0.21969861978967,19,7023.99760406554,19,51940537.0219207,19,169745.866833848,19,46263.9285458796,19,39833.1826995739,19,-0.0367784038931131,19,-0.107130064309503,25549
"21",20,-2.08434157592508,20,11871.3573571222,20,51744898.7859365,20,294331.627033272,20,84322.8301590568,20,72826.7568711564,20,-0.0410720747709274,20,-0.232492325479692,25549
"22",21,-0.43517430910524,21,20872.7784215245,21,51441144.1934371,21,479850.692432248,21,146783.840796438,21,128601.273334173,21,-0.0311929597333074,21,-0.249520934037262,25549
"23",22,0.864682334400209,22,33420.1740702166,22,50934251.7510735,22,793489.266849137,22,247881.4621765,22,220757.519900825,22,-0.0308095239847898,22,-0.185511619954402,25549
"24",23,1.2326089081606,23,55450.0920724698,23,50019468.106597,23,1380130.18958955,23,419798.552518532,23,376983.151294899,23,-0.0315547860041261,23,-0.10196287181587,25549
"25",24,0.332759054375013,24,105817.259540265,24,48360030.5146548,24,2458209.44371864,24,726644.210609093,24,651495.83101744,24,-0.0346016264334321,24,-0.0781495729711476,25549
"26",25,-2.64844992670907,25,169839.946775382,25,45833648.6679228,25,3987228.49439688,25,1251740.3855892,25,1123762.4520911,25,-0.0349833001196384,25,-0.239428368231347,25549
"27",26,0.0107435634276341,26,256770.644227254,26,42464606.635665,26,5840400.62340381,26,2032276.66293001,26,1859096.07800118,26,-0.0354637917876244,26,-0.228818123527623,25549
"28",27,0.365579847336944,27,302692.001135708,27,37965726.7842277,27,8171011.85030368,27,3120830.30298153,27,2938811.06248709,27,-0.0375843220204115,27,-0.196938759831349,25549
